file_name,text,true_class,predicted_class
2789761.txt,Dark Matter Exposed Discusses the theory that Brownian motion can be applied on a galactic scale and that the results suggest that dark satellite galaxies should exist. Includes an animated simulation. ,Astronomy,Astronomy
Sciences_2866683.txt,"CMC International Business software for location intelligence, mapping, segmentation for business and government users. ",Social,Social
Sciences_2827887.txt,Virginia Tech Department of Geosciences ,Earth,Earth
2878821.txt,"CWRU Geotechnical Centrifuge Information on the research projects in earthquake mitigation, environmental hazards mitigation and advanced infrastructure geotechnology at Case Western Reserve University in Ohio. ",Technology,Environment
2884325.txt,The gRobots Project An open source project to build and run a globally distributed supercomputer for the simulation of evolvable nanotechnology. ,Technology,Math
2808529.txt,Ctenanthe lubbersiana General information and classification. ,Biology,Biology
Sciences_2828044.txt,"Society for Organic Petrology For scientists and engineers involved with coal petrology, kerogen petrology, organic geochemistry and related disciplines. ",Earth,Earth
Sciences_2863925.txt,Covelo Organic Vegetables Newsletter and price list for joining their program. Covelo. ,Social,Agriculture
2854540.txt,"Diffraction Day St. Petersburg, Russia; 4--7 June 2002. ",Physics,Math
2845496.txt,"Emerging Applications of Measure Rigidity AIM Research Conference Center (ARCC), Palo Alto, CA, USA; 13--18 June 2004. ",Math,Math
Sciences_2867440.txt,"Word Ways : The Journal of Recreational Linguistics Quarterly studies in logology. Sample articles, cumulative index, and wordplay games. ",Social,Social
2789201.txt,Notebook of a Comet Hunter Logs and notes of an amateur astronomer's search for undiscovered comets. ,Astronomy,Astronomy
in_Society_2857957.txt,Bad Psychics Dedicated to exposing claims made by psychics/mediums. Includes articles and forum. ,Science,Science
Sciences_2866793.txt,Field-Map Technology for computer aided field data collection. It combines flexible real-time GIS software with electronic equipment for mapping and dendrometric measurement. ,Social,Instruments
Sciences_2830745.txt,JDR Cable Systems Limited Design and manufacture of subsea cables and umbilical systems for a range of users. ,Earth,Earth
2847223.txt,"Artemov, Sergei City University of New York Graduate Center, USA. ",Math,Math
Sciences_2865860.txt,"The Big Myth An experimental learning module designed for use in European primary school classrooms. It is a sociology textbook for the comparative study of world creation mythology. The myths are told using Flash animation and are accompanied by an overview of the culture, the pantheon of the gods and a series of exercises based on that culture. ",Social,Social
2785529.txt,"Post-harvest Management: Potato Provides information on harvesting, transport, threshing, drying, cleaning, packaging and storage. ",Agriculture,Agriculture
in_Society_2857965.txt,National Skepticism Examiner A skeptical look at pseudoscience and media. ,Science,Science
2790981.txt,"JPL Planetary and Lunar Ephemerides [commercial - multiplatform] This CD contains three Jet Propulsion Laboratory Planetary and Lunar Ephemerides along with a toolbox of FORTRAN subroutines that allow the user to obtain the coordinates of the Sun, Moon, and nine major planets. ",Astronomy,Astronomy
Sciences_2831122.txt,"Maine Maritime Academy Corning School of Ocean Studies, New England's oldest undergraduate college of marine science. ",Earth,Earth
2785246.txt,"Cotton Diseases Photographs and information on boll rot, nematodes, fusarium wilt and seedling diseases. ",Agriculture,Agriculture
2855962.txt,Vanshiks Overseas Manufacturer and distributor of a complete range of physics educational apparatus. ,Physics,Physics
Sciences_2863166.txt,"Conversational Terrorism A list, with examples, of ways that people can commit verbal violence during ordinary conversations. ",Social,Social
2786593.txt,"UC IPM Online - University of California Wide ranging approach on all aspects of integrated pest management (IPM) principles including degree-days, weather data, pesticide labels and a weed photo gallery. Includes advice on pest monitoring techniques, chemical control measures, as well as non-pesticide alternatives. ",Agriculture,Agriculture
2851476.txt,"Kafadar, Karen University of Colorado at Denver. Department of Statistics and Probability. Specializes in the use of mathematical modeling to improve public health. Page includes curriculum vitae, research projects and links. ",Math,Math
and_Supplies_2841677.txt,"NanoDrop Technologies, Inc. A spectrophotometer that features a patented sample retention system that enables sample sizes as low as 1 microliter. ",Instruments,Instruments
Sciences_2827697.txt,"Adirondack Science Online Educational program using the Adirondack mountains. Includes areas for contributing data, reporting events, discussing observations, and learning from findings. ",Earth,Astronomy
2881046.txt,US Fuel Cell Council Industry association dedicated to fostering the commercialization of fuel cells in the United States. ,Technology,Technology
2822858.txt,"Analytical and Bioanalytical Chemistry An international journal with a mission to publish excellent research papers from all areas of analytical and bioanalytical science. Archive of journals since 1996, with abstracts free to search and view and the option of purchasing PDF full text. ",Chemistry,Chemistry
and_Supplies_2840691.txt,Data Harvest Educational Offers educational probes for capturing experimental data for grades from K-12. ,Instruments,Earth
2807478.txt,"Keir Morse: Agavaceae Images of Agave parryi and several species of Yucca growing in southwestern USA, taken by Keir Morse, botanist and photographer. ",Biology,Biology
2849093.txt,TORSCHE Scheduling Toolbox for Matlab It performs various off-line and on-line scheduling. ,Math,Math
Sciences_2829126.txt,Geocomp Consulting Consultants in the field of surveying and spatial data handling and creators of GeoCivil software for surveyors and engineers. ,Earth,Earth
2811625.txt,Bucida buceras image ,Biology,Biology
2791116.txt,Phases of the Moon Exercise Shows the Moon in eight positions around the Earth to shade in the dark area and the unobservable side. ,Astronomy,Astronomy
2851015.txt,"Programming in MATLAB Documentation in text, PS and PDF. ",Math,Math
2885058.txt,"Oklahoma State University School of Fire Protection Long-established, U.S. university offering a 4-year degree program in Fire Protection and Safety Technology. ",Technology,Social
2844423.txt,"Goriely, Alain Professor at the Department of Mathematics and Program in Applied Mathematics of the University of Arizona. Research interests include morphoelasticity (modeling of elastic growth), geometry and mechanics of proteins, and microbiomechanics (the mechanics of microbial systems). ",Math,Math
2833749.txt,"De-NOx Technologies Selective non-catalytic reduction (SNCR), dry urea handling, and ammonia generation systems. ",Environment,Instruments
2886252.txt,Viking 2 Orbiter Spacecraft and mission profile from the National Space Science Data Center. ,Technology,Technology
2855595.txt,"Pace, David Graduate student in physics at UCLA. Current research involves experimental plasma physics in the UCLA Tokamak Laboratory. ",Physics,Physics
2817600.txt,"Introduction to the Phaeophyta Brief introduction to the brown algae or phaeophytes, a group of photosynthetic protists, almost all of which are marine, including rockweed and kelp. Includes biochemical information, reproduction and life cycle, and why they are no longer classified as plants. ",Biology,Biology
2834772.txt,"Bornean Biodiversity and Ecosystem Conservation Programme Programme to establish sustainable approaches for the conservation of the endangered biodiversity and ecosystems of Sabah, Malaysia. ",Environment,Environment
